poll_startdate,poll_enddate,approve,disapprove,unsure_NA,president,year
2018-09-10T00:00:00Z,2018-09-16T00:00:00Z,38,56,6,Donald Trump,2018
2018-09-03T00:00:00Z,2018-09-09T00:00:00Z,40,54,6,Donald Trump,2018
2018-09-03T00:00:00Z,2018-09-09T00:00:00Z,40,54,6,Donald Trump,2018
2018-08-27T00:00:00Z,2018-09-02T00:00:00Z,41,53,6,Donald Trump,2018
2018-08-27T00:00:00Z,2018-09-02T00:00:00Z,41,53,6,Donald Trump,2018
2018-08-20T00:00:00Z,2018-08-26T00:00:00Z,41,54,5,Donald Trump,2018
2018-08-20T00:00:00Z,2018-08-26T00:00:00Z,41,54,5,Donald Trump,2018
2018-08-13T00:00:00Z,2018-08-19T00:00:00Z,42,52,6,Donald Trump,2018
2018-08-13T00:00:00Z,2018-08-19T00:00:00Z,42,52,6,Donald Trump,2018
2018-08-06T00:00:00Z,2018-08-12T00:00:00Z,39,56,5,Donald Trump,2018
2018-08-06T00:00:00Z,2018-08-12T00:00:00Z,39,56,5,Donald Trump,2018
2018-07-30T00:00:00Z,2018-08-05T00:00:00Z,41,54,5,Donald Trump,2018
2018-07-30T00:00:00Z,2018-08-05T00:00:00Z,41,54,5,Donald Trump,2018
2018-07-23T00:00:00Z,2018-07-29T00:00:00Z,40,55,5,Donald Trump,2018
2018-07-23T00:00:00Z,2018-07-29T00:00:00Z,40,55,5,Donald Trump,2018
2018-07-16T00:00:00Z,2018-07-22T00:00:00Z,42,54,4,Donald Trump,2018
2018-07-16T00:00:00Z,2018-07-22T00:00:00Z,42,54,4,Donald Trump,2018
2018-07-09T00:00:00Z,2018-07-15T00:00:00Z,43,52,5,Donald Trump,2018
2018-07-09T00:00:00Z,2018-07-15T00:00:00Z,43,52,5,Donald Trump,2018
2018-07-02T00:00:00Z,2018-07-08T00:00:00Z,41,56,3,Donald Trump,2018
2018-07-02T00:00:00Z,2018-07-08T00:00:00Z,41,56,3,Donald Trump,2018
2018-06-25T00:00:00Z,2018-07-01T00:00:00Z,42,53,5,Donald Trump,2018
2018-06-25T00:00:00Z,2018-07-01T00:00:00Z,42,53,5,Donald Trump,2018
2018-06-18T00:00:00Z,2018-06-24T00:00:00Z,41,55,4,Donald Trump,2018
2018-06-18T00:00:00Z,2018-06-24T00:00:00Z,41,55,4,Donald Trump,2018
2018-06-11T00:00:00Z,2018-06-17T00:00:00Z,45,50,5,Donald Trump,2018
2018-06-11T00:00:00Z,2018-06-17T00:00:00Z,45,50,5,Donald Trump,2018
2018-06-04T00:00:00Z,2018-06-10T00:00:00Z,42,54,4,Donald Trump,2018
2018-06-04T00:00:00Z,2018-06-10T00:00:00Z,42,54,4,Donald Trump,2018
2018-05-28T00:00:00Z,2018-06-03T00:00:00Z,41,55,4,Donald Trump,2018
2018-05-28T00:00:00Z,2018-06-03T00:00:00Z,41,55,4,Donald Trump,2018
2018-05-21T00:00:00Z,2018-05-27T00:00:00Z,40,55,5,Donald Trump,2018
2018-05-21T00:00:00Z,2018-05-27T00:00:00Z,40,55,5,Donald Trump,2018
2018-05-14T00:00:00Z,2018-05-20T00:00:00Z,42,54,4,Donald Trump,2018
2018-05-14T00:00:00Z,2018-05-20T00:00:00Z,42,54,4,Donald Trump,2018
2018-05-07T00:00:00Z,2018-05-13T00:00:00Z,43,52,5,Donald Trump,2018
2018-05-07T00:00:00Z,2018-05-13T00:00:00Z,43,52,5,Donald Trump,2018
2018-04-30T00:00:00Z,2018-05-06T00:00:00Z,42,52,6,Donald Trump,2018
2018-04-30T00:00:00Z,2018-05-06T00:00:00Z,42,52,6,Donald Trump,2018
2018-04-23T00:00:00Z,2018-04-29T00:00:00Z,42,53,5,Donald Trump,2018
2018-04-23T00:00:00Z,2018-04-29T00:00:00Z,42,53,5,Donald Trump,2018
2018-04-16T00:00:00Z,2018-04-22T00:00:00Z,38,57,5,Donald Trump,2018
2018-04-16T00:00:00Z,2018-04-22T00:00:00Z,38,57,5,Donald Trump,2018
2018-04-09T00:00:00Z,2018-04-15T00:00:00Z,39,55,6,Donald Trump,2018
2018-04-09T00:00:00Z,2018-04-15T00:00:00Z,39,55,6,Donald Trump,2018
2018-04-02T00:00:00Z,2018-04-08T00:00:00Z,41,54,5,Donald Trump,2018
2018-04-02T00:00:00Z,2018-04-08T00:00:00Z,41,54,5,Donald Trump,2018
2018-03-26T00:00:00Z,2018-03-31T00:00:00Z,39,55,6,Donald Trump,2018
2018-03-26T00:00:00Z,2018-03-31T00:00:00Z,39,55,6,Donald Trump,2018
2018-03-19T00:00:00Z,2018-03-25T00:00:00Z,39,55,6,Donald Trump,2018
2018-03-19T00:00:00Z,2018-03-25T00:00:00Z,39,55,6,Donald Trump,2018
2018-03-12T00:00:00Z,2018-03-18T00:00:00Z,40,56,4,Donald Trump,2018
2018-03-12T00:00:00Z,2018-03-18T00:00:00Z,40,56,4,Donald Trump,2018
2018-03-05T00:00:00Z,2018-03-11T00:00:00Z,39,56,5,Donald Trump,2018
2018-03-05T00:00:00Z,2018-03-11T00:00:00Z,39,56,5,Donald Trump,2018
2018-02-26T00:00:00Z,2018-03-04T00:00:00Z,39,55,6,Donald Trump,2018
2018-02-26T00:00:00Z,2018-03-04T00:00:00Z,39,55,6,Donald Trump,2018
2018-02-19T00:00:00Z,2018-02-25T00:00:00Z,39,56,5,Donald Trump,2018
2018-02-19T00:00:00Z,2018-02-25T00:00:00Z,39,56,5,Donald Trump,2018
2018-02-12T00:00:00Z,2018-02-18T00:00:00Z,37,59,4,Donald Trump,2018
2018-02-12T00:00:00Z,2018-02-18T00:00:00Z,37,59,4,Donald Trump,2018
2018-02-05T00:00:00Z,2018-02-11T00:00:00Z,40,57,3,Donald Trump,2018
2018-02-05T00:00:00Z,2018-02-11T00:00:00Z,40,57,3,Donald Trump,2018
2018-01-29T00:00:00Z,2018-02-04T00:00:00Z,40,57,3,Donald Trump,2018
2018-01-29T00:00:00Z,2018-02-04T00:00:00Z,40,57,3,Donald Trump,2018
2018-01-21T00:00:00Z,2018-01-28T00:00:00Z,38,58,4,Donald Trump,2018
2018-01-21T00:00:00Z,2018-01-28T00:00:00Z,38,58,4,Donald Trump,2018
2018-01-15T00:00:00Z,2018-01-21T00:00:00Z,36,59,5,Donald Trump,2018
2018-01-15T00:00:00Z,2018-01-21T00:00:00Z,36,59,5,Donald Trump,2018
2018-01-08T00:00:00Z,2018-01-14T00:00:00Z,38,57,5,Donald Trump,2018
2018-01-08T00:00:00Z,2018-01-14T00:00:00Z,38,57,5,Donald Trump,2018
2018-01-01T00:00:00Z,2018-01-07T00:00:00Z,37,58,5,Donald Trump,2018
2018-01-01T00:00:00Z,2018-01-07T00:00:00Z,37,58,5,Donald Trump,2018
2017-12-25T00:00:00Z,2017-12-31T00:00:00Z,39,55,6,Donald Trump,2017
2017-12-25T00:00:00Z,2017-12-31T00:00:00Z,39,55,6,Donald Trump,2017
2017-12-18T00:00:00Z,2017-12-24T00:00:00Z,37,57,6,Donald Trump,2017
2017-12-18T00:00:00Z,2017-12-24T00:00:00Z,37,57,6,Donald Trump,2017
2017-12-11T00:00:00Z,2017-12-17T00:00:00Z,35,60,5,Donald Trump,2017
2017-12-11T00:00:00Z,2017-12-17T00:00:00Z,35,60,5,Donald Trump,2017
2017-12-04T00:00:00Z,2017-12-10T00:00:00Z,36,59,5,Donald Trump,2017
2017-12-04T00:00:00Z,2017-12-10T00:00:00Z,36,59,5,Donald Trump,2017
2017-11-27T00:00:00Z,2017-12-03T00:00:00Z,35,59,6,Donald Trump,2017
2017-11-27T00:00:00Z,2017-12-03T00:00:00Z,35,59,6,Donald Trump,2017
2017-11-20T00:00:00Z,2017-11-26T00:00:00Z,37,56,7,Donald Trump,2017
2017-11-20T00:00:00Z,2017-11-26T00:00:00Z,37,56,7,Donald Trump,2017
2017-11-13T00:00:00Z,2017-11-19T00:00:00Z,38,57,5,Donald Trump,2017
2017-11-13T00:00:00Z,2017-11-19T00:00:00Z,38,57,5,Donald Trump,2017
2017-11-06T00:00:00Z,2017-11-12T00:00:00Z,38,56,6,Donald Trump,2017
2017-11-06T00:00:00Z,2017-11-12T00:00:00Z,38,56,6,Donald Trump,2017
2017-10-30T00:00:00Z,2017-11-05T00:00:00Z,38,58,4,Donald Trump,2017
2017-10-30T00:00:00Z,2017-11-05T00:00:00Z,38,58,4,Donald Trump,2017
2017-10-23T00:00:00Z,2017-10-29T00:00:00Z,35,60,5,Donald Trump,2017
2017-10-23T00:00:00Z,2017-10-29T00:00:00Z,35,60,5,Donald Trump,2017
2017-10-16T00:00:00Z,2017-10-22T00:00:00Z,36,58,6,Donald Trump,2017
2017-10-16T00:00:00Z,2017-10-22T00:00:00Z,36,58,6,Donald Trump,2017
2017-10-09T00:00:00Z,2017-10-15T00:00:00Z,37,57,6,Donald Trump,2017
2017-10-09T00:00:00Z,2017-10-15T00:00:00Z,37,57,6,Donald Trump,2017
2017-10-02T00:00:00Z,2017-10-08T00:00:00Z,38,56,6,Donald Trump,2017
2017-10-02T00:00:00Z,2017-10-08T00:00:00Z,38,56,6,Donald Trump,2017
2017-09-25T00:00:00Z,2017-10-01T00:00:00Z,37,58,5,Donald Trump,2017
2017-09-25T00:00:00Z,2017-10-01T00:00:00Z,37,58,5,Donald Trump,2017
2017-09-18T00:00:00Z,2017-09-24T00:00:00Z,38,55,7,Donald Trump,2017
2017-09-18T00:00:00Z,2017-09-24T00:00:00Z,38,55,7,Donald Trump,2017
2017-09-11T00:00:00Z,2017-09-17T00:00:00Z,38,57,5,Donald Trump,2017
2017-09-11T00:00:00Z,2017-09-17T00:00:00Z,38,57,5,Donald Trump,2017
2017-09-04T00:00:00Z,2017-09-10T00:00:00Z,37,57,6,Donald Trump,2017
2017-09-04T00:00:00Z,2017-09-10T00:00:00Z,37,57,6,Donald Trump,2017
2017-08-28T00:00:00Z,2017-09-03T00:00:00Z,36,59,5,Donald Trump,2017
2017-08-28T00:00:00Z,2017-09-03T00:00:00Z,36,59,5,Donald Trump,2017
2017-08-21T00:00:00Z,2017-08-27T00:00:00Z,35,60,5,Donald Trump,2017
2017-08-21T00:00:00Z,2017-08-27T00:00:00Z,35,60,5,Donald Trump,2017
2017-08-14T00:00:00Z,2017-08-20T00:00:00Z,37,58,5,Donald Trump,2017
2017-08-14T00:00:00Z,2017-08-20T00:00:00Z,37,58,5,Donald Trump,2017
2017-08-07T00:00:00Z,2017-08-13T00:00:00Z,36,58,6,Donald Trump,2017
2017-08-07T00:00:00Z,2017-08-13T00:00:00Z,36,58,6,Donald Trump,2017
2017-07-31T00:00:00Z,2017-08-06T00:00:00Z,37,58,5,Donald Trump,2017
2017-07-31T00:00:00Z,2017-08-06T00:00:00Z,37,58,5,Donald Trump,2017
2017-07-24T00:00:00Z,2017-07-30T00:00:00Z,38,57,5,Donald Trump,2017
2017-07-24T00:00:00Z,2017-07-30T00:00:00Z,38,57,5,Donald Trump,2017
2017-07-17T00:00:00Z,2017-07-23T00:00:00Z,37,58,5,Donald Trump,2017
2017-07-17T00:00:00Z,2017-07-23T00:00:00Z,37,58,5,Donald Trump,2017
2017-07-10T00:00:00Z,2017-07-16T00:00:00Z,39,56,5,Donald Trump,2017
2017-07-10T00:00:00Z,2017-07-16T00:00:00Z,39,56,5,Donald Trump,2017
2017-07-03T00:00:00Z,2017-07-09T00:00:00Z,38,57,5,Donald Trump,2017
2017-07-03T00:00:00Z,2017-07-09T00:00:00Z,38,57,5,Donald Trump,2017
2017-06-26T00:00:00Z,2017-07-02T00:00:00Z,39,56,5,Donald Trump,2017
2017-06-26T00:00:00Z,2017-07-02T00:00:00Z,39,56,5,Donald Trump,2017
2017-06-19T00:00:00Z,2017-06-25T00:00:00Z,39,56,5,Donald Trump,2017
2017-06-19T00:00:00Z,2017-06-25T00:00:00Z,39,56,5,Donald Trump,2017
2017-06-12T00:00:00Z,2017-06-18T00:00:00Z,38,57,5,Donald Trump,2017
2017-06-12T00:00:00Z,2017-06-18T00:00:00Z,38,57,5,Donald Trump,2017
2017-06-05T00:00:00Z,2017-06-11T00:00:00Z,37,58,5,Donald Trump,2017
2017-06-05T00:00:00Z,2017-06-11T00:00:00Z,37,58,5,Donald Trump,2017
2017-05-29T00:00:00Z,2017-06-04T00:00:00Z,38,56,6,Donald Trump,2017
2017-05-29T00:00:00Z,2017-06-04T00:00:00Z,38,56,6,Donald Trump,2017
2017-05-22T00:00:00Z,2017-05-28T00:00:00Z,41,54,5,Donald Trump,2017
2017-05-22T00:00:00Z,2017-05-28T00:00:00Z,41,54,5,Donald Trump,2017
2017-05-15T00:00:00Z,2017-05-21T00:00:00Z,38,56,6,Donald Trump,2017
2017-05-15T00:00:00Z,2017-05-21T00:00:00Z,38,56,6,Donald Trump,2017
2017-05-08T00:00:00Z,2017-05-14T00:00:00Z,38,56,6,Donald Trump,2017
2017-05-08T00:00:00Z,2017-05-14T00:00:00Z,38,56,6,Donald Trump,2017
2017-05-01T00:00:00Z,2017-05-07T00:00:00Z,42,53,5,Donald Trump,2017
2017-05-01T00:00:00Z,2017-05-07T00:00:00Z,42,53,5,Donald Trump,2017
2017-04-24T00:00:00Z,2017-04-30T00:00:00Z,41,54,5,Donald Trump,2017
2017-04-24T00:00:00Z,2017-04-30T00:00:00Z,41,54,5,Donald Trump,2017
2017-04-17T00:00:00Z,2017-04-23T00:00:00Z,41,52,7,Donald Trump,2017
2017-04-17T00:00:00Z,2017-04-23T00:00:00Z,41,52,7,Donald Trump,2017
2017-04-10T00:00:00Z,2017-04-16T00:00:00Z,40,54,6,Donald Trump,2017
2017-04-10T00:00:00Z,2017-04-16T00:00:00Z,40,54,6,Donald Trump,2017
2017-04-03T00:00:00Z,2017-04-09T00:00:00Z,40,53,7,Donald Trump,2017
2017-04-03T00:00:00Z,2017-04-09T00:00:00Z,40,53,7,Donald Trump,2017
2017-03-27T00:00:00Z,2017-04-02T00:00:00Z,38,57,5,Donald Trump,2017
2017-03-27T00:00:00Z,2017-04-02T00:00:00Z,38,57,5,Donald Trump,2017
2017-03-20T00:00:00Z,2017-03-26T00:00:00Z,39,56,5,Donald Trump,2017
2017-03-20T00:00:00Z,2017-03-26T00:00:00Z,39,56,5,Donald Trump,2017
2017-03-13T00:00:00Z,2017-03-19T00:00:00Z,40,55,5,Donald Trump,2017
2017-03-13T00:00:00Z,2017-03-19T00:00:00Z,40,55,5,Donald Trump,2017
2017-03-06T00:00:00Z,2017-03-12T00:00:00Z,42,52,6,Donald Trump,2017
2017-03-06T00:00:00Z,2017-03-12T00:00:00Z,42,52,6,Donald Trump,2017
2017-02-27T00:00:00Z,2017-03-05T00:00:00Z,43,51,6,Donald Trump,2017
2017-02-27T00:00:00Z,2017-03-05T00:00:00Z,43,51,6,Donald Trump,2017
2017-02-20T00:00:00Z,2017-02-26T00:00:00Z,42,53,5,Donald Trump,2017
2017-02-20T00:00:00Z,2017-02-26T00:00:00Z,42,53,5,Donald Trump,2017
2017-02-13T00:00:00Z,2017-02-19T00:00:00Z,40,54,6,Donald Trump,2017
2017-02-13T00:00:00Z,2017-02-19T00:00:00Z,40,54,6,Donald Trump,2017
2017-02-06T00:00:00Z,2017-02-12T00:00:00Z,41,53,6,Donald Trump,2017
2017-02-06T00:00:00Z,2017-02-12T00:00:00Z,41,53,6,Donald Trump,2017
2017-01-30T00:00:00Z,2017-02-05T00:00:00Z,43,52,5,Donald Trump,2017
2017-01-30T00:00:00Z,2017-02-05T00:00:00Z,43,52,5,Donald Trump,2017
2017-01-23T00:00:00Z,2017-01-29T00:00:00Z,45,47,8,Donald Trump,2017
2017-01-23T00:00:00Z,2017-01-29T00:00:00Z,45,47,8,Donald Trump,2017
2017-01-17T00:00:00Z,2017-01-19T00:00:00Z,59,37,4,Barack Obama,2017
2017-01-17T00:00:00Z,2017-01-19T00:00:00Z,59,37,4,Barack Obama,2017
2017-01-15T00:00:00Z,2017-01-18T00:00:00Z,58,38,4,Barack Obama,2017
2017-01-15T00:00:00Z,2017-01-18T00:00:00Z,58,38,4,Barack Obama,2017
2017-01-14T00:00:00Z,2017-01-17T00:00:00Z,57,39,4,Barack Obama,2017
2017-01-14T00:00:00Z,2017-01-17T00:00:00Z,57,39,4,Barack Obama,2017
2017-01-13T00:00:00Z,2017-01-15T00:00:00Z,57,38,5,Barack Obama,2017
2017-01-13T00:00:00Z,2017-01-15T00:00:00Z,57,38,5,Barack Obama,2017
2017-01-12T00:00:00Z,2017-01-14T00:00:00Z,57,39,4,Barack Obama,2017
2017-01-12T00:00:00Z,2017-01-14T00:00:00Z,57,39,4,Barack Obama,2017
2017-01-11T00:00:00Z,2017-01-13T00:00:00Z,58,37,5,Barack Obama,2017
2017-01-11T00:00:00Z,2017-01-13T00:00:00Z,58,37,5,Barack Obama,2017
2017-01-10T00:00:00Z,2017-01-12T00:00:00Z,57,40,3,Barack Obama,2017
2017-01-10T00:00:00Z,2017-01-12T00:00:00Z,57,40,3,Barack Obama,2017
2017-01-09T00:00:00Z,2017-01-11T00:00:00Z,57,40,3,Barack Obama,2017
2017-01-09T00:00:00Z,2017-01-11T00:00:00Z,57,40,3,Barack Obama,2017
2017-01-08T00:00:00Z,2017-01-10T00:00:00Z,55,42,3,Barack Obama,2017
2017-01-08T00:00:00Z,2017-01-10T00:00:00Z,55,42,3,Barack Obama,2017
2017-01-07T00:00:00Z,2017-01-09T00:00:00Z,56,40,0,Barack Obama,2017
2017-01-07T00:00:00Z,2017-01-09T00:00:00Z,56,40,0,Barack Obama,2017
2017-01-06T00:00:00Z,2017-01-08T00:00:00Z,56,41,3,Barack Obama,2017
2017-01-06T00:00:00Z,2017-01-08T00:00:00Z,56,41,3,Barack Obama,2017
2017-01-05T00:00:00Z,2017-01-07T00:00:00Z,56,40,4,Barack Obama,2017
2017-01-05T00:00:00Z,2017-01-07T00:00:00Z,56,40,4,Barack Obama,2017
2017-01-04T00:00:00Z,2017-01-06T00:00:00Z,56,41,3,Barack Obama,2017
2017-01-04T00:00:00Z,2017-01-06T00:00:00Z,56,41,3,Barack Obama,2017
2017-01-03T00:00:00Z,2017-01-05T00:00:00Z,56,42,2,Barack Obama,2017
2017-01-03T00:00:00Z,2017-01-05T00:00:00Z,56,42,2,Barack Obama,2017
2017-01-02T00:00:00Z,2017-01-04T00:00:00Z,54,43,3,Barack Obama,2017
2017-01-02T00:00:00Z,2017-01-04T00:00:00Z,54,43,3,Barack Obama,2017
2016-12-30T00:00:00Z,2017-01-03T00:00:00Z,53,43,4,Barack Obama,2016
2016-12-30T00:00:00Z,2017-01-03T00:00:00Z,53,43,4,Barack Obama,2016
2016-12-29T00:00:00Z,2017-01-02T00:00:00Z,54,42,4,Barack Obama,2016
2016-12-29T00:00:00Z,2017-01-02T00:00:00Z,54,42,4,Barack Obama,2016
2016-12-28T00:00:00Z,2016-12-30T00:00:00Z,55,40,5,Barack Obama,2016
2016-12-28T00:00:00Z,2016-12-30T00:00:00Z,55,40,5,Barack Obama,2016
